Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date,Review,Genre,Country
2025-12-24,Match Point,2005,https://boxd.it/cck3y5,3.0,,,2025-12-23,Ughhhhhh (I hate Chris),"Drama, Romance, Thriller","United Kingdom, United States of America, Luxembourg"
2025-12-27,Wedding Crashers,2005,https://boxd.it/cfKMP5,3.0,,,2025-12-26,Boobieeeesssa,"Comedy, Romance",United States of America
2025-12-29,Uncut Gems,2019,https://boxd.it/chrLF9,3.5,Yes,,2025-12-28,,"Drama, Thriller, Crime",United States of America
2026-01-02,Ask Me If I'm Happy,2000,https://boxd.it/cmZW6H,4.0,,,2026-01-01,,Comedy,Italy
2026-02-02,One Battle After Another,2025,https://boxd.it/cWoh1V,3.0,,,2026-01-31,,"Thriller, Crime, Comedy",United States of America
2026-02-09,Bugonia,2025,https://boxd.it/d2ZKyd,2.5,,,2026-02-06,,"Science Fiction, Thriller, Comedy","Ireland, South Korea, United States of America, Canada"
2026-02-09,No Other Choice,2025,https://boxd.it/d3aVeF,3.5,,,2026-02-08,,"Comedy, Crime, Thriller","South Korea, France"
2026-02-19,Hamnet,2025,https://boxd.it/dchYR1,4.0,,,2026-02-18,Dimmi una storia commovente,"Drama, Romance, History","United Kingdom, United States of America"
2026-03-22,Crime 101,2026,https://boxd.it/dChfOv,3.0,,,2026-03-20,,"Crime, Thriller","United Kingdom, United States of America"
2026-03-22,Sinners,2025,https://boxd.it/dCszq1,1.0,,,2026-03-21,I’d rather watch twilight. At least there’s Robert Pattinson.,"Horror, Action, Thriller",United States of America
2026-03-29,A Girl Walks Home Alone at Night,2014,https://boxd.it/dIRvsh,2.0,,,2026-03-28,Solo perché c’era il micio.,"Horror, Romance",United States of America
2026-03-31,Die My Love,2025,https://boxd.it/dKZmXz,3.5,,,2026-03-29,Jennifer Lawrence is really affected by whole motherhood thing.,Drama,United States of America
2026-04-05,How to Make Millions Before Grandma Dies,2024,https://boxd.it/dPHMQt,4.0,,,2026-04-04,,Drama,Thailand
2026-04-07,Marty Supreme,2025,https://boxd.it/dS0Aet,3.0,,,2026-04-06,,"Drama, Thriller",United States of America
